close,volume,date,high,low
109.5877033068,691404381.29,2022-01-31T23:59:59.999Z,110.9893993916,105.0200711968
115.4020024865,824048433.78,2022-02-01T23:59:59.999Z,116.3658189197,108.6644135733
108.5560236032,743395484.74,2022-02-02T23:59:59.999Z,115.8822602965,108.4370004509
110.2870010189,683428425.07,2022-02-03T23:59:59.999Z,110.2870010189,106.417965334
120.9180369321,953726675.67,2022-02-04T23:59:59.999Z,120.9222097819,109.0049857237
127.4455054447,782675364.02,2022-02-06T23:59:59.999Z,127.4455054447,121.4271536111
137.1073839826,1131143500.37,2022-02-07T23:59:59.999Z,139.2433898203,125.5607084874
133.9912399721,1373203814.56,2022-02-08T23:59:59.999Z,142.3538632769,130.9980793157
140.1716016702,1036393461.35,2022-02-09T23:59:59.999Z,140.7852058333,132.8143358635
135.0883950949,1276403766.54,2022-02-10T23:59:59.999Z,143.2329009055,135.0883950949
126.6836787099,832593852.71,2022-02-12T23:59:59.999Z,127.580342395,122.2037511454
126.2042171724,688706403.97,2022-02-13T23:59:59.999Z,128.6428977623,124.2199458298
124.8000530331,712457599.51,2022-02-14T23:59:59.999Z,126.6377638787,122.243599631
131.7626262231,783234535.05,2022-02-15T23:59:59.999Z,132.1119099139,124.2380227164
128.1608426809,715637000.57,2022-02-16T23:59:59.999Z,131.7674361852,126.0210304575
115.1970887782,1205742845.65,2022-02-18T23:59:59.999Z,121.5430645918,114.9232183017
115.7090060865,686244892.49,2022-02-19T23:59:59.999Z,116.9888660383,113.6729599889
110.8320385811,736479992.39,2022-02-20T23:59:59.999Z,115.7078224034,109.1481812001
103.4504899486,980192105.41,2022-02-21T23:59:59.999Z,114.3122913102,103.3795940215
105.9659486704,740588314.59,2022-02-23T23:59:59.999Z,110.8107789794,105.790095807
104.2304953331,1676180999.78,2022-02-24T23:59:59.999Z,106.2059418836,92.6126127786
109.2663096946,903266080.06,2022-02-25T23:59:59.999Z,110.3359288081,102.0557993792
108.2436621139,773091210.14,2022-02-26T23:59:59.999Z,113.2392541465,107.2055380637
103.105594846,706861756.2,2022-02-27T23:59:59.999Z,109.8751742295,102.3535047068
112.5440426317,951568702.47,2022-03-01T23:59:59.999Z,115.5798327775,110.7309955493
110.3513594164,838169853.36,2022-03-02T23:59:59.999Z,114.2437591527,109.6725141121
111.3521229876,905649306.04,2022-03-03T23:59:59.999Z,112.5037129797,108.9623496627
101.3918025445,930473365.66,2022-03-04T23:59:59.999Z,112.3562334094,100.2073209543
104.9771861269,548783173.86,2022-03-05T23:59:59.999Z,105.3514119686,100.2180806844
98.8692622151,756482342.24,2022-03-07T23:59:59.999Z,103.6620377363,97.2369498327
100.6176442278,699527174.65,2022-03-08T23:59:59.999Z,102.1603300077,98.4997046618
106.9420896714,812074655.15,2022-03-09T23:59:59.999Z,109.045858196,100.6216954574
102.6555123477,814685365.22,2022-03-10T23:59:59.999Z,106.9722768778,100.6696581944
104.9653559596,764305866.42,2022-03-11T23:59:59.999Z,106.5665730957,100.5038154924
102.1147988724,535011513.48,2022-03-13T23:59:59.999Z,107.2018867439,101.9041713306
105.6736524962,743010065.3,2022-03-14T23:59:59.999Z,105.7766755636,101.5016272987
106.9885683228,713675629.98,2022-03-15T23:59:59.999Z,108.4342321598,102.7697754869
111.3591953904,977477844.46,2022-03-16T23:59:59.999Z,111.3653982393,106.0088552623
112.1158685012,644181132.97,2022-03-18T23:59:59.999Z,112.7897618404,108.4808498866
116.3732656985,741516370.29,2022-03-19T23:59:59.999Z,116.3732656985,111.7977588188
114.8291399626,859708742.09,2022-03-20T23:59:59.999Z,117.760002239,111.930879908
116.1587307548,833192536.93,2022-03-21T23:59:59.999Z,116.6282129591,113.742300896
122.9279610153,1124098344.6,2022-03-22T23:59:59.999Z,123.144987586,115.7665573204
126.581274271,1007870447.0,2022-03-24T23:59:59.999Z,127.2931903544,120.8521232321
124.0673672524,822120492.47,2022-03-25T23:59:59.999Z,127.0941008522,122.3769606464
124.8813293315,560151991.66,2022-03-26T23:59:59.999Z,125.3609370498,122.2873904819
129.3974811872,740569100.15,2022-03-27T23:59:59.999Z,129.3974811872,123.6755472068
127.9386174084,943699101.43,2022-03-28T23:59:59.999Z,132.4124736986,127.852743233
131.1693478879,928949835.09,2022-03-30T23:59:59.999Z,133.9067796485,127.1026163249
123.7160109563,1352615724.0,2022-03-31T23:59:59.999Z,132.7764311467,122.522711846
124.8831762027,854575074.96,2022-04-01T23:59:59.999Z,125.9663346843,120.1248285972
128.9462072178,676091829.37,2022-04-03T23:59:59.999Z,129.3058318876,124.2185342962
123.2131747836,662578352.56,2022-04-05T23:59:59.999Z,127.0733000621,123.1957292938
112.4613376226,1017954203.27,2022-04-06T23:59:59.999Z,123.2489448681,112.4613376226
114.2301951603,635873841.97,2022-04-07T23:59:59.999Z,114.8778324439,111.4658037337
110.8820675522,747638227.17,2022-04-08T23:59:59.999Z,115.0816225198,110.6183543353
112.7772741271,519806313.0,2022-04-09T23:59:59.999Z,112.7896439413,110.5712240444
102.6073953511,807193871.45,2022-04-11T23:59:59.999Z,111.1531425938,102.5976837287
104.8284184523,638546461.37,2022-04-12T23:59:59.999Z,105.6721862439,102.2517418527
110.4824493026,806829114.4,2022-04-13T23:59:59.999Z,110.6685859746,104.2449259933
107.4110414022,736401323.09,2022-04-14T23:59:59.999Z,112.1144824883,106.3903551711
111.1093481675,802528769.57,2022-04-15T23:59:59.999Z,112.6255004734,107.3966628773
